Address,Price,Info,URL
"701 Sunflower Cir, Weston, FL 33327","$527,000","4 bds,3 ba,2,115 sqft- House for sale",https://www.zillow.com/homedetails/701-Sunflower-Cir-Weston-FL-33327/58442813_zpid/
"2573 Eagle Run Ln, Weston, FL 33327","$948,000","4 bds,4 ba,3,415 sqft- House for sale",https://www.zillow.com/homedetails/2573-Eagle-Run-Ln-Weston-FL-33327/43128053_zpid/
"573 Live Oak Ln, Weston, FL 33327","$550,000","4 bds,3 ba,2,240 sqft- House for sale",https://www.zillow.com/homedetails/573-Live-Oak-Ln-Weston-FL-33327/58442917_zpid/
"2402 Deer Creek Rd, Weston, FL 33327","$900,000","4 bds,3 ba,3,696 sqft- House for sale",https://www.zillow.com/homedetails/2402-Deer-Creek-Rd-Weston-FL-33327/51616492_zpid/
"1152 Chenille Cir, Weston, FL 33327","$679,000","6 bds,4 ba,3,071 sqft- House for sale",https://www.zillow.com/homedetails/1152-Chenille-Cir-Weston-FL-33327/54595369_zpid/
"1150 Manor Ct, Weston, FL 33326","$1,099,000","4 bds,4 ba,2,734 sqft- House for sale",https://www.zillow.com/homedetails/1150-Manor-Ct-Weston-FL-33326/43137391_zpid/
"16101 Emerald Estates Dr Apt 146, Weston, FL 33331","$290,000","2 bds,2 ba,1,290 sqft- House for sale",https://www.zillow.com/homedetails/16101-Emerald-Estates-Dr-APT-146-Weston-FL-33331/71733796_zpid/
"374 W Lakeview Dr #203, Fort Lauderdale, FL 33326","$239,000","2 bds,2 ba,1,231 sqft- Condo for sale",https://www.zillow.com/homedetails/374-W-Lakeview-Dr-203-Fort-Lauderdale-FL-33326/2076661671_zpid/
"2680 Riviera Ct, Weston, FL 33332","$1,500,000","5 bds,7 ba,4,940 sqft- House for sale",https://www.zillow.com/homedetails/2680-Riviera-Ct-Weston-FL-33332/43128803_zpid/
"1588 Veracruz Ln #1588, Fort Lauderdale, FL 33327","$335,000","2 bds,3 ba,1,261 sqft- Townhouse for sale",https://www.zillow.com/homedetails/1588-Veracruz-Ln-1588-Fort-Lauderdale-FL-33327/2078456481_zpid/
"100 Lakeview Dr Apt 307, Weston, FL 33326","$204,900","2 bds,2 ba,1,106 sqft- Condo for sale",https://www.zillow.com/homedetails/100-Lakeview-Dr-APT-307-Weston-FL-33326/43134568_zpid/
"2542 Sanctuary Dr, Weston, FL 33327","$1,875,000","5 bds,7 ba,5,107 sqft- House for sale",https://www.zillow.com/homedetails/2542-Sanctuary-Dr-Weston-FL-33327/43127822_zpid/
"3855 Crestwood Cir, Weston, FL 33331","$646,000","5 bds,3 ba,2,637 sqft- House for sale",https://www.zillow.com/homedetails/3855-Crestwood-Cir-Weston-FL-33331/43148245_zpid/
"2000 Harbor View Cir, Weston, FL 33327","$603,000","4 bds,3 ba,2,180 sqft- House for sale",https://www.zillow.com/homedetails/2000-Harbor-View-Cir-Weston-FL-33327/54596764_zpid/
"342 Lakeview Dr Apt 104, Weston, FL 33326","$229,000","2 bds,2 ba,1,256 sqft- Condo for sale",https://www.zillow.com/homedetails/342-Lakeview-Dr-APT-104-Weston-FL-33326/43135307_zpid/
"16101 Emerald Estates Dr Apt 152, Weston, FL 33331","$389,000","2 bds,3 ba,1,594 sqft- Condo for sale",https://www.zillow.com/homedetails/16101-Emerald-Estates-Dr-APT-152-Weston-FL-33331/71733801_zpid/
"16141 Blatt Blvd Apt 410, Weston, FL 33326","$239,000","2 bds,2 ba,1,350 sqft- Condo for sale",https://www.zillow.com/homedetails/16141-Blatt-Blvd-APT-410-Weston-FL-33326/43133174_zpid/
"200 Lakeview Dr Apt 206, Weston, FL 33326","$209,999","2 bds,2 ba,1,106 sqft- Condo for sale",https://www.zillow.com/homedetails/200-Lakeview-Dr-APT-206-Weston-FL-33326/43134599_zpid/
"1323 Sabal Trl, Weston, FL 33327","$589,000","5 bds,4 ba,2,547 sqft- House for sale",https://www.zillow.com/homedetails/1323-Sabal-Trl-Weston-FL-33327/51616207_zpid/
"2269 Quail Roost Dr, Weston, FL 33327","$879,000","5 bds,4 ba,3,197 sqft- House for sale",https://www.zillow.com/homedetails/2269-Quail-Roost-Dr-Weston-FL-33327/54596349_zpid/
"100 Lakeview Dr Apt 102, Weston, FL 33326","$200,000","2 bds,2 ba,1,106 sqft- Condo for sale",https://www.zillow.com/homedetails/100-Lakeview-Dr-APT-102-Weston-FL-33326/43134525_zpid/
"1515 Passion Vine Cir #2-1, Weston, FL 33326","$425,000","3 bds,2 ba,1,560 sqft- Condo for sale",https://www.zillow.com/homedetails/1515-Passion-Vine-Cir-2-1-Weston-FL-33326/61087666_zpid/
"16100 Golf Club Rd Apt 310, Weston, FL 33326","$211,500","2 bds,3 ba,1,235 sqft- Condo for sale",https://www.zillow.com/homedetails/16100-Golf-Club-Rd-APT-310-Weston-FL-33326/43138117_zpid/
"1207 Manor Dr S, Weston, FL 33326","$999,000","5 bds,5 ba,4,050 sqft- House for sale",https://www.zillow.com/homedetails/1207-Manor-Dr-S-Weston-FL-33326/43137371_zpid/
"16100 Golf Club Rd Apt 104, Weston, FL 33326","$272,000","2 bds,3 ba,1,235 sqft- Condo for sale",https://www.zillow.com/homedetails/16100-Golf-Club-Rd-APT-104-Weston-FL-33326/43138085_zpid/
"1995 S Landing Way, Weston, FL 33326","$684,000","5 bds,3 ba,2,734 sqft- House for sale",https://www.zillow.com/homedetails/1995-S-Landing-Way-Weston-FL-33326/43145109_zpid/
"2535 Hunters Run Way, Weston, FL 33327","$939,000","4 bds,4 ba,3,298 sqft- House for sale",https://www.zillow.com/homedetails/2535-Hunters-Run-Way-Weston-FL-33327/51616437_zpid/
"2563 Jardin Ln, Weston, FL 33327","$815,000","4 bds,3 ba,-- sqft- House for sale",https://www.zillow.com/homedetails/2563-Jardin-Ln-Weston-FL-33327/43128248_zpid/
"268 Conservation Dr, Weston, FL 33327","$459,900","3 bds,2 ba,1,559 sqft- House for sale",https://www.zillow.com/homedetails/268-Conservation-Dr-Weston-FL-33327/58442890_zpid/
"2345 Dover, Weston, FL 33326","$419,900","2 bds,2 ba,1,325 sqft- House for sale",https://www.zillow.com/homedetails/2345-Dover-Weston-FL-33326/43143615_zpid/
"286 Racquet Club Rd Apt 103, Weston, FL 33326","$200,000","2 bds,2 ba,1,220 sqft- Condo for sale",https://www.zillow.com/homedetails/286-Racquet-Club-Rd-APT-103-Weston-FL-33326/43135026_zpid/
"140 Lakeview Dr Apt 101, Weston, FL 33326","$220,000","2 bds,2 ba,1,106 sqft- Condo for sale",https://www.zillow.com/homedetails/140-Lakeview-Dr-APT-101-Weston-FL-33326/43134434_zpid/
"1284 Peregrine Way, Weston, FL 33327","$949,000","7 bds,6 ba,4,094 sqft- House for sale",https://www.zillow.com/homedetails/1284-Peregrine-Way-Weston-FL-33327/54596812_zpid/
"2467 Provence Cir, Weston, FL 33327","$1,599,990","4 bds,5 ba,4,836 sqft- House for sale",https://www.zillow.com/homedetails/2467-Provence-Cir-Weston-FL-33327/43127733_zpid/
"3204 Islewood Ave, Weston, FL 33332","$1,299,000","5 bds,5 ba,4,521 sqft- House for sale",https://www.zillow.com/homedetails/3204-Islewood-Ave-Weston-FL-33332/67830958_zpid/
"1498 Sunset Way, Weston, FL 33327","$410,000","3 bds,2 ba,1,347 sqft- House for sale",https://www.zillow.com/homedetails/1498-Sunset-Way-Weston-FL-33327/54596207_zpid/
"200 Lakeview Dr Apt 101, Weston, FL 33326","$209,999","2 bds,2 ba,1,106 sqft- Condo for sale",https://www.zillow.com/homedetails/200-Lakeview-Dr-APT-101-Weston-FL-33326/43134581_zpid/
"446 Stonemont Dr, Weston, FL 33326","$815,000","6 bds,4 ba,3,469 sqft- House for sale",https://www.zillow.com/homedetails/446-Stonemont-Dr-Weston-FL-33326/43133762_zpid/
"120 Lakeview Dr Apt 109, Weston, FL 33326","$237,500","2 bds,2 ba,1,090 sqft- Condo for sale",https://www.zillow.com/homedetails/120-Lakeview-Dr-APT-109-Weston-FL-33326/43134475_zpid/
"16101 Emerald Estates Dr Apt 447, Weston, FL 33331","$359,500","2 bds,3 ba,1,529 sqft- Condo for sale",https://www.zillow.com/homedetails/16101-Emerald-Estates-Dr-APT-447-Weston-FL-33331/71733859_zpid/
"614 Conservation Dr, Weston, FL 33327","$596,800","6 bds,4 ba,2,878 sqft- House for sale",https://www.zillow.com/homedetails/614-Conservation-Dr-Weston-FL-33327/58442834_zpid/
"2785 Hackney Rd, Weston, FL 33331","$950,000",-- sqft lot- Lot / Land for sale,https://www.zillow.com/homedetails/2785-Hackney-Rd-Weston-FL-33331/103035561_zpid/
"395 Sabal Way, Weston, FL 33326","$925,000","4 bds,4 ba,3,143 sqft- House for sale",https://www.zillow.com/homedetails/395-Sabal-Way-Weston-FL-33326/43144801_zpid/
"1588 Elm Grove Rd, Weston, FL 33327","$585,000","4 bds,3 ba,2,300 sqft- House for sale",https://www.zillow.com/homedetails/1588-Elm-Grove-Rd-Weston-FL-33327/43127433_zpid/
"1095 Fairfield Meadows Dr, Weston, FL 33327","$648,800","6 bds,4 ba,3,210 sqft- House for sale",https://www.zillow.com/homedetails/1095-Fairfield-Meadows-Dr-Weston-FL-33327/43127302_zpid/
"16100 Emerald Estates Dr Apt 390, Weston, FL 33331","$295,000","2 bds,2 ba,1,283 sqft- Condo for sale",https://www.zillow.com/homedetails/16100-Emerald-Estates-Dr-APT-390-Weston-FL-33331/71733758_zpid/
"16051 Blatt Blvd Apt 402, Weston, FL 33326","$255,000","2 bds,2 ba,1,292 sqft- Condo for sale",https://www.zillow.com/homedetails/16051-Blatt-Blvd-APT-402-Weston-FL-33326/43133062_zpid/
"390 Racquet Club Rd Apt 202, Weston, FL 33326","$235,000","2 bds,2 ba,1,220 sqft- Condo for sale",https://www.zillow.com/homedetails/390-Racquet-Club-Rd-APT-202-Weston-FL-33326/43135171_zpid/
"912 Windward Way, Weston, FL 33327","$1,199,999","6 bds,6 ba,4,027 sqft- House for sale",https://www.zillow.com/homedetails/912-Windward-Way-Weston-FL-33327/54596446_zpid/
"16101 Emerald Estates Dr Apt 240, Weston, FL 33331","$449,000","2 bds,3 ba,1,839 sqft- Condo for sale",https://www.zillow.com/homedetails/16101-Emerald-Estates-Dr-APT-240-Weston-FL-33331/71733810_zpid/
"2012 Harbor View Cir, Weston, FL 33327","$715,000","6 bds,4 ba,3,012 sqft- House for sale",https://www.zillow.com/homedetails/2012-Harbor-View-Cir-Weston-FL-33327/54596762_zpid/
"3938 Mango Dr #3938, Fort Lauderdale, FL 33332","$370,000","3 bds,3 ba,-- sqft- Townhouse for sale",https://www.zillow.com/homedetails/3938-Mango-Dr-3938-Fort-Lauderdale-FL-33332/2076717835_zpid/
"545 Coconut Cir, Weston, FL 33326","$1,050,000","5 bds,6 ba,3,900 sqft- House for sale",https://www.zillow.com/homedetails/545-Coconut-Cir-Weston-FL-33326/43144858_zpid/
"903 Stillwater Ct, Weston, FL 33327","$850,000","5 bds,4 ba,4,457 sqft- House for sale",https://www.zillow.com/homedetails/903-Stillwater-Ct-Weston-FL-33327/54596536_zpid/
"16472 Botaniko Dr S, Weston, FL 33326","$1,699,000","5 bds,7 ba,4,301 sqft- New construction",https://www.zillow.com/homedetails/16472-Botaniko-Dr-S-Weston-FL-33326/161770175_zpid/
"2549 Hunters Run Way, Weston, FL 33327","$1,130,000","6 bds,5 ba,4,210 sqft- House for sale",https://www.zillow.com/homedetails/2549-Hunters-Run-Way-Weston-FL-33327/51616443_zpid/
"310 Lakeview Dr Apt 204, Weston, FL 33326","$225,000","2 bds,2 ba,1,225 sqft- Condo for sale",https://www.zillow.com/homedetails/310-Lakeview-Dr-APT-204-Weston-FL-33326/43135269_zpid/
"2947 Lake Ridge Ln, Weston, FL 33332","$3,390,000","7 bds,9 ba,8,903 sqft- House for sale",https://www.zillow.com/homedetails/2947-Lake-Ridge-Ln-Weston-FL-33332/71721295_zpid/
"16552 Botaniko Dr S, Fort Lauderdale, FL 33326","$1,895,000","5 bds,7 ba,4,301 sqft- House for sale",https://www.zillow.com/homedetails/16552-Botaniko-Dr-S-Fort-Lauderdale-FL-33326/2077324314_zpid/
"16102 Emerald Estates Dr Apt 427, Weston, FL 33331","$337,800","2 bds,2 ba,1,183 sqft- Condo for sale",https://www.zillow.com/homedetails/16102-Emerald-Estates-Dr-APT-427-Weston-FL-33331/71733694_zpid/
"380 Racquet Club Rd Apt 204, Weston, FL 33326","$219,900","2 bds,2 ba,1,320 sqft- Condo for sale",https://www.zillow.com/homedetails/380-Racquet-Club-Rd-APT-204-Weston-FL-33326/43135161_zpid/
"16670 Botaniko Dr N, Fort Lauderdale, FL 33326","$2,250,000","5 bds,8 ba,5,719 sqft- New construction",https://www.zillow.com/homedetails/16670-Botaniko-Dr-N-Fort-Lauderdale-FL-33326/2075778218_zpid/
"2988 Lake Ridge Ln, Weston, FL 33332","$2,995,000","6 bds,9 ba,9,409 sqft- House for sale",https://www.zillow.com/homedetails/2988-Lake-Ridge-Ln-Weston-FL-33332/82302025_zpid/
"142 Dockside Cir, Weston, FL 33327","$994,900","5 bds,4 ba,4,080 sqft- House for sale",https://www.zillow.com/homedetails/142-Dockside-Cir-Weston-FL-33327/43126197_zpid/
"2994 Oakbrook Dr, Weston, FL 33332","$839,900","5 bds,4 ba,2,644 sqft- House for sale",https://www.zillow.com/homedetails/2994-Oakbrook-Dr-Weston-FL-33332/43128922_zpid/
"363 Palm Blvd, Weston, FL 33326","$999,999","5 bds,5 ba,3,719 sqft- House for sale",https://www.zillow.com/homedetails/363-Palm-Blvd-Weston-FL-33326/43144761_zpid/
"16135 Emerald Estates Dr Apt 472, Weston, FL 33331","$510,000","2 bds,3 ba,1,725 sqft- Condo for sale",https://www.zillow.com/homedetails/16135-Emerald-Estates-Dr-APT-472-Weston-FL-33331/71733924_zpid/
"2589 Mayfair Ln, Weston, FL 33327","$925,000","4 bds,4 ba,3,315 sqft- House for sale",https://www.zillow.com/homedetails/2589-Mayfair-Ln-Weston-FL-33327/43127792_zpid/
"2289 Pasadena Way #2289, Fort Lauderdale, FL 33327","$325,000","2 bds,3 ba,1,155 sqft- Townhouse for sale",https://www.zillow.com/homedetails/2289-Pasadena-Way-2289-Fort-Lauderdale-FL-33327/2076816748_zpid/
"4305 Vineyard Cir #4305, Fort Lauderdale, FL 33332","$409,000","4 bds,3 ba,1,790 sqft- Townhouse for sale",https://www.zillow.com/homedetails/4305-Vineyard-Cir-4305-Fort-Lauderdale-FL-33332/2076958415_zpid/
"2802 Center Court Dr #2-29, Fort Lauderdale, FL 33332","$429,000","3 bds,2 ba,1,560 sqft- Townhouse for sale",https://www.zillow.com/homedetails/2802-Center-Court-Dr-2-29-Fort-Lauderdale-FL-33332/2075864989_zpid/
"16260 Saddle Club Rd, Weston, FL 33326","$4,999,000","5 bds,9 ba,14,294 sqft- House for sale",https://www.zillow.com/homedetails/16260-Saddle-Club-Rd-Weston-FL-33326/51616573_zpid/
"1648 Blue Jay Cir, Weston, FL 33327","$765,000","5 bds,3 ba,3,051 sqft- House for sale",https://www.zillow.com/homedetails/1648-Blue-Jay-Cir-Weston-FL-33327/51616232_zpid/
"310 Racquet Club Rd Apt 205, Weston, FL 33326","$215,000","2 bds,2 ba,1,220 sqft- Condo for sale",https://www.zillow.com/homedetails/310-Racquet-Club-Rd-APT-205-Weston-FL-33326/43135094_zpid/
"773 Verona Lake Dr, Weston, FL 33326","$599,000","4 bds,3 ba,2,578 sqft- House for sale",https://www.zillow.com/homedetails/773-Verona-Lake-Dr-Weston-FL-33326/43134025_zpid/
"2494 Princeton Ct, Weston, FL 33327","$1,210,000","5 bds,6 ba,5,147 sqft- House for sale",https://www.zillow.com/homedetails/2494-Princeton-Ct-Weston-FL-33327/43127859_zpid/
"3767 Pine Lake Dr, Weston, FL 33332","$1,395,000","6 bds,5 ba,4,215 sqft- House for sale",https://www.zillow.com/homedetails/3767-Pine-Lake-Dr-Weston-FL-33332/43129175_zpid/
"19372 Stonebrook St, Weston, FL 33332","$689,000","5 bds,4 ba,3,144 sqft- House for sale",https://www.zillow.com/homedetails/19372-Stonebrook-St-Weston-FL-33332/67828702_zpid/
"19324 Stonebrook St, Weston, FL 33332","$510,000","3 bds,2 ba,2,113 sqft- House for sale",https://www.zillow.com/homedetails/19324-Stonebrook-St-Weston-FL-33332/67828704_zpid/
"16102 Emerald Estates Dr Apt 224, Weston, FL 33331","$369,999","2 bds,2 ba,1,318 sqft- Condo for sale",https://www.zillow.com/homedetails/16102-Emerald-Estates-Dr-APT-224-Weston-FL-33331/71733615_zpid/
"1862 Sirius Ln, Weston, FL 33327","$385,000","3 bds,2 ba,1,438 sqft- House for sale",https://www.zillow.com/homedetails/1862-Sirius-Ln-Weston-FL-33327/54595866_zpid/
"2488 Provence Cir, Weston, FL 33327","$1,545,000","5 bds,6 ba,4,281 sqft- House for sale",https://www.zillow.com/homedetails/2488-Provence-Cir-Weston-FL-33327/43127771_zpid/
"303 Racquet Club Rd Apt 311, Weston, FL 33326","$199,000","1 bd,2 ba,845 sqft- Condo for sale",https://www.zillow.com/homedetails/303-Racquet-Club-Rd-APT-311-Weston-FL-33326/43134431_zpid/
"16390 Paddock Ln, Weston, FL 33326","$1,350,000","4 bds,3 ba,5,160 sqft- House for sale",https://www.zillow.com/homedetails/16390-Paddock-Ln-Weston-FL-33326/43131889_zpid/
"4105 Forest Dr #4105, Fort Lauderdale, FL 33332","$340,000","2 bds,4 ba,1,155 sqft- Townhouse for sale",https://www.zillow.com/homedetails/4105-Forest-Dr-4105-Fort-Lauderdale-FL-33332/2076909977_zpid/
"16499 Botaniko Dr N, Weston, FL 33326","$2,399,000","5 bds,6 ba,5,368 sqft- New construction",https://www.zillow.com/homedetails/16499-Botaniko-Dr-N-Weston-FL-33326/161770172_zpid/
"4425 Mahogany Ridge Dr, Weston, FL 33331","$416,500","3 bds,2 ba,1,759 sqft- House for sale",https://www.zillow.com/homedetails/4425-Mahogany-Ridge-Dr-Weston-FL-33331/43148790_zpid/
"2811 Oakbrook Mnr, Weston, FL 33332","$719,000","4 bds,3 ba,2,852 sqft- House for sale",https://www.zillow.com/homedetails/2811-Oakbrook-Mnr-Weston-FL-33332/43128896_zpid/
"1146 Lavender Cir, Weston, FL 33327","$609,900","6 bds,4 ba,3,122 sqft- House for sale",https://www.zillow.com/homedetails/1146-Lavender-Cir-Weston-FL-33327/54596964_zpid/
"2978 Wentworth, Weston, FL 33332","$1,148,000","4 bds,5 ba,3,794 sqft- House for sale",https://www.zillow.com/homedetails/2978-Wentworth-Weston-FL-33332/43128572_zpid/
"16580 Sunset Way, Weston, FL 33326","$1,950,000","4 bds,7 ba,4,301 sqft- New construction",https://www.zillow.com/homedetails/16580-Sunset-Way-Weston-FL-33326/161770230_zpid/
"16102 Emerald Estates Dr Apt 417, Weston, FL 33331","$355,000","2 bds,3 ba,1,638 sqft- Condo for sale",https://www.zillow.com/homedetails/16102-Emerald-Estates-Dr-APT-417-Weston-FL-33331/71733684_zpid/
"1445 Victoria Isle Dr, Weston, FL 33327","$1,175,000","5 bds,6 ba,5,365 sqft- House for sale",https://www.zillow.com/homedetails/1445-Victoria-Isle-Dr-Weston-FL-33327/54597321_zpid/
"2581 Mayfair Ln, Weston, FL 33327","$895,000","5 bds,3 ba,3,284 sqft- House for sale",https://www.zillow.com/homedetails/2581-Mayfair-Ln-Weston-FL-33327/43127796_zpid/
"16101 Emerald Estates Dr Apt 242, Weston, FL 33331","$342,000","2 bds,3 ba,1,606 sqft- Condo for sale",https://www.zillow.com/homedetails/16101-Emerald-Estates-Dr-APT-242-Weston-FL-33331/71733812_zpid/
"859 Verona Lake Dr, Weston, FL 33326","$675,000","5 bds,4 ba,2,955 sqft- House for sale",https://www.zillow.com/homedetails/859-Verona-Lake-Dr-Weston-FL-33326/43134011_zpid/
"16100 Emerald Estates Dr Apt 386, Weston, FL 33331","$299,000","2 bds,2 ba,1,283 sqft- Condo for sale",https://www.zillow.com/homedetails/16100-Emerald-Estates-Dr-APT-386-Weston-FL-33331/71733754_zpid/
"1553 Elm Grove Rd, Weston, FL 33327","$615,000","4 bds,3 ba,2,073 sqft- House for sale",https://www.zillow.com/homedetails/1553-Elm-Grove-Rd-Weston-FL-33327/43127426_zpid/
"1647 Island Way, Weston, FL 33326","$850,000","7 bds,4 ba,3,895 sqft- House for sale",https://www.zillow.com/homedetails/1647-Island-Way-Weston-FL-33326/43145449_zpid/
"2800 Center Court Dr #1-30, Fort Lauderdale, FL 33332","$410,000","3 bds,2 ba,1,560 sqft- Condo for sale",https://www.zillow.com/homedetails/2800-Center-Court-Dr-1-30-Fort-Lauderdale-FL-33332/2076539973_zpid/
"16100 Emerald Estates Dr Apt 498, Weston, FL 33331","$275,000","2 bds,2 ba,1,274 sqft- Condo for sale",https://www.zillow.com/homedetails/16100-Emerald-Estates-Dr-APT-498-Weston-FL-33331/71733787_zpid/
"2686 Oakmont, Weston, FL 33332","$725,000","3 bds,3 ba,2,213 sqft- House for sale",https://www.zillow.com/homedetails/2686-Oakmont-Weston-FL-33332/43144686_zpid/
"2609 Center Court Dr #2-3, Fort Lauderdale, FL 33332","$628,000","4 bds,3 ba,2,360 sqft- Condo for sale",https://www.zillow.com/homedetails/2609-Center-Court-Dr-2-3-Fort-Lauderdale-FL-33332/2078303764_zpid/
"16300 Golf Club Rd Apt 509, Weston, FL 33326","$175,000","1 bd,2 ba,-- sqft- Condo for sale",https://www.zillow.com/homedetails/16300-Golf-Club-Rd-APT-509-Weston-FL-33326/43137745_zpid/
"2810 Kinsington Cir #2, Fort Lauderdale, FL 33332","$412,000","3 bds,2 ba,1,610 sqft- Condo for sale",https://www.zillow.com/homedetails/2810-Kinsington-Cir-2-Fort-Lauderdale-FL-33332/2077939523_zpid/
"19069 Park Ridge St, Weston, FL 33332","$1,350,000","6 bds,5 ba,4,500 sqft- House for sale",https://www.zillow.com/homedetails/19069-Park-Ridge-St-Weston-FL-33332/82301064_zpid/
"2486 Eagle Run Dr, Weston, FL 33327","$1,069,000","6 bds,6 ba,3,687 sqft- House for sale",https://www.zillow.com/homedetails/2486-Eagle-Run-Dr-Weston-FL-33327/43128182_zpid/
"16101 Emerald Estates Dr Apt 238, Weston, FL 33331","$265,000","2 bds,2 ba,1,290 sqft- Condo for sale",https://www.zillow.com/homedetails/16101-Emerald-Estates-Dr-APT-238-Weston-FL-33331/71733808_zpid/
"301 Racquet Club Rd Apt 102, Weston, FL 33326","$147,900","1 bd,1 ba,812 sqft- Condo for sale",https://www.zillow.com/homedetails/301-Racquet-Club-Rd-APT-102-Weston-FL-33326/43134363_zpid/
"2489 Eagle Watch Ln, Weston, FL 33327","$1,149,000","5 bds,4 ba,3,302 sqft- House for sale",https://www.zillow.com/homedetails/2489-Eagle-Watch-Ln-Weston-FL-33327/43127981_zpid/
"4750 Akai Dr, Fort Lauderdale, FL 33332","$9,500,000","7 bds,8 ba,11,316 sqft- House for sale",https://www.zillow.com/homedetails/4750-Akai-Dr-Fort-Lauderdale-FL-33332/2077781444_zpid/
"48 Southwest Ave #178, Fort Lauderdale, FL 33331","$3,500,000","5 bds,6 ba,-- sqft- House for sale",https://www.zillow.com/homedetails/48-Southwest-Ave-178-Fort-Lauderdale-FL-33331/2077443065_zpid/
"16135 Emerald Estates Dr Apt 260, Weston, FL 33331","$269,000","1 bd,2 ba,1,159 sqft- Condo for sale",https://www.zillow.com/homedetails/16135-Emerald-Estates-Dr-APT-260-Weston-FL-33331/71733884_zpid/
"486 Stonemont Dr, Weston, FL 33326","$619,000","4 bds,3 ba,2,412 sqft- House for sale",https://www.zillow.com/homedetails/486-Stonemont-Dr-Weston-FL-33326/43133772_zpid/
"16106 Emerald Cove Rd, Weston, FL 33331","$359,999","3 bds,3 ba,1,681 sqft- Townhouse for sale",https://www.zillow.com/homedetails/16106-Emerald-Cove-Rd-Weston-FL-33331/43147288_zpid/
"195 Lakeview Dr Apt 201, Weston, FL 33326","$212,000","2 bds,2 ba,1,231 sqft- Condo for sale",https://www.zillow.com/homedetails/195-Lakeview-Dr-APT-201-Weston-FL-33326/43134902_zpid/
"16791 Hemingway Dr #16791, Fort Lauderdale, FL 33326","$269,000","2 bds,3 ba,1,091 sqft- Townhouse for sale",https://www.zillow.com/homedetails/16791-Hemingway-Dr-16791-Fort-Lauderdale-FL-33326/2075623900_zpid/
"4041 W Whitewater Ave, Weston, FL 33332","$705,000","5 bds,4 ba,3,144 sqft- House for sale",https://www.zillow.com/homedetails/4041-W-Whitewater-Ave-Weston-FL-33332/71721134_zpid/
"2853 Executive Park Dr, Fort Lauderdale, FL 33331","$1,300,000","-- bds,-- ba,-- sqft- House for sale",https://www.zillow.com/homedetails/2853-Executive-Park-Dr-Fort-Lauderdale-FL-33331/2078265346_zpid/
"2501 Montclaire Cir, Weston, FL 33327","$995,000","6 bds,4 ba,3,775 sqft- House for sale",https://www.zillow.com/homedetails/2501-Montclaire-Cir-Weston-FL-33327/43128490_zpid/
"16102 Emerald Estates Dr Apt 128, Weston, FL 33331","$199,000","1 bd,1 ba,796 sqft- Condo for sale",https://www.zillow.com/homedetails/16102-Emerald-Estates-Dr-APT-128-Weston-FL-33331/71733587_zpid/
"16102 Emerald Estates Dr Apt 129, Weston, FL 33331","$225,000","1 bd,1 ba,868 sqft- Condo for sale",https://www.zillow.com/homedetails/16102-Emerald-Estates-Dr-APT-129-Weston-FL-33331/71733588_zpid/
"3071 Old Still Ln, Weston, FL 33331","$1,275,000",1.84 acres lot- Lot / Land for sale,https://www.zillow.com/homedetails/3071-Old-Still-Ln-Weston-FL-33331/2129885842_zpid/
"2475 Eagle Run Dr, Weston, FL 33327","$1,215,000","5 bds,5 ba,3,295 sqft- House for sale",https://www.zillow.com/homedetails/2475-Eagle-Run-Dr-Weston-FL-33327/43128135_zpid/
"2841 Lake Ridge Ln, Weston, FL 33332","$750,000",1.01 acres lot- Lot / Land for sale,https://www.zillow.com/homedetails/2841-Lake-Ridge-Ln-Weston-FL-33332/2080939357_zpid/
